#,Zerpmon,Collection,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%,NFToken ID
71,Sprat,Canon,Electric,,Electro Storm,100,Electric,#93,15.00%,Wild Rush,80,Normal,#15,11.00%,Spark Shuriken,55,Electric,#98,19.00%,,,,,0.00%,Shockwave Shield,****,#104,15.00%,Thunderous Roar,***,#103,12.00%,Evade,#375,12.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E962E69FB00000060
72,Phinx,Canon,Psychic,,Teleport Strike,80,Psychic,#199,11.00%,Twinkle Tackle,80,Fairy,#325,14.00%,Aura Sphere Blast,70,Psychic,#207,15.00%,Jet Strike,55,Normal,#26,10.00%,Thought Scramble,****,#212,13.00%,Thunderous Roar,***,#103,12.00%,Dodge,#376,14.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EAD143AFC00000061
73,Zup,Canon,Electric,Ground,Thunder Strike,50,Electric,#89,20.00%,Sandblast,50,Ground,#162,17.00%,,,,,0.00%,,,,,0.00%,Shockwave Shield,****,#104,27.00%,Sand Pit Trap,***,#175,23.00%,,,0.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC3FA0BFD00000062
74,Zook,Canon,Electric,Ground,Zap Cannon,80,Electric,#91,19.00%,Ice Fang,50,Ice,#108,8.00%,Spark Shuriken,55,Electric,#98,12.00%,Tremor Shake,70,Ground,#171,20.00%,Sand Pit Trap,***,#175,16.00%,Lullaby,**,#30,10.00%,Evade,#375,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDADFDCFE00000063
75,Zork,Canon,Electric,Ground,Magnet Mayhem,120,Electric,#95,21.00%,Earthquake,100,Ground,#165,20.00%,Night Terror,70,Ghost,#261,13.00%,,,,,0.00%,Magnet Wave,**,#102,10.00%,Sand Pit Trap,***,#175,9.00%,Burrow,#385,13.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF1C5ADFF00000064
76,Glubby,Canon,Psychic,Water,,,,,0.00%,,,,,0.00%,Water Whip,55,Water,#62,16.00%,Torrential Tempest,70,Water,#63,10.00%,Briny Blast,****,#68,28.00%,Telekinetic Shield,**,#210,29.00%,,,0.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E08AB7F0000000065
77,Glorby,Canon,Psychic,Water,Zen Headbutt,80,Psychic,#200,15.00%,Hydro Cannon,80,Water,#56,13.00%,Torrential Tempest,70,Water,#63,37.00%,,,,,0.00%,Mind Control,***,#211,19.00%,,,,0.00%,,,0.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1F91500100000066
78,Monki,Canon,Fighting,,Roundhouse Uppercut,50,Fighting,#126,20.00%,Bone Breaker,100,Fighting,#129,15.00%,Cross Chop,55,Fighting,#134,12.00%,,,,,0.00%,Iron Defense,**,#318,28.00%,Burn Up,**,#48,15.00%,,,0.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3677210200000067
79,Monkmaster,Canon,Fighting,,Fists of Fury,80,Fighting,#128,17.00%,Fatal Sneak Attack,125,Fighting,#395,13.00%,Cyclone Kick,55,Flying,#188,10.00%,Extreme Speed,85,Normal,#28,8.00%,Kung Fu Confusion,****,#140,15.00%,Burn Up,**,#48,9.00%,Backflip,#378,12.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4D5CF20300000068
80,Spectowl,Canon,Flying,Grass,Bramble Barrage,80,Grass,#73,25.00%,Ethereal Blast,80,Ghost,#254,13.00%,Talon Tornado,85,Flying,#190,17.00%,,,,,0.00%,Tailwind Boost,**,#192,21.00%,,,,0.00%,Shadow Swap,#382,12.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6442C30400000069
81,Phantar,Canon,Dark,Ghost,Poltergeist Strike,50,Ghost,#251,18.00%,Dark Pulse,30,Dark,#285,15.00%,Night Terror,70,Ghost,#261,11.00%,,,,,0.00%,Thought Scramble,****,#212,22.00%,Demonic Dread,***,#301,23.00%,,,0.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7B2894050000006A
82,Ghast,Canon,Dark,Ghost,Dark Void Vortex,100,Dark,#292,17.00%,,,,,0.00%,Obilivion Orb,70,Dark,#297,15.00%,Ghostly Guillotine,85,Ghost,#262,23.00%,Haunting Curse,**,#264,12.00%,Dark Whispers,**,#300,16.00%,,,0.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E920E65060000006B
83,Megamare,Canon,Dark,Ghost,Soul-Sucking Siphon,120,Dark,#294,27.00%,Necrotic Nova,120,Undead,#365,20.00%,Night Terror,70,Ghost,#261,14.00%,,,,,0.00%,Haunting Curse,**,#264,10.00%,Ancient Power,***,#247,7.00%,,,0.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA8F436070000006C
84,Moustatic,Canon,Electric,,Zap Cannon,80,Electric,#91,22.00%,Wild Rush,80,Normal,#15,25.00%,,,,,0.00%,,,,,0.00%,Shockwave Shield,****,#104,15.00%,Screech,***,#31,21.00%,Protect,#377,2.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBFDA07080000006D
85,Stormouse,Canon,Electric,,Electro Storm,100,Electric,#93,12.00%,Twilight Takedown,50,Dark,#288,11.00%,Electro Ball,70,Electric,#99,18.00%,Snuggle Tackle,70,Normal,#27,20.00%,Magnet Wave,**,#102,10.00%,Shockwave Shield,****,#104,6.00%,Decoy,#384,12.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED6BFD8090000006E
86,Iglett,Canon,Fire,,Fire Whip,30,Fire ,#34,20.00%,,,,,0.00%,Dive Tackle,40,Flying,#187,10.00%,Talon Tornado,85,Flying,#190,12.00%,Taunt and Tease,****,#32,25.00%,Screech,***,#31,19.00%,,,0.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EEDA5A90A0000006F
87,Pyrowl,Canon,Fire,Flying,Aeroblast,120,Flying,#186,6.00%,Death Charge,120,Normal,#23,7.00%,Cyclone Kick,55,Flying,#188,27.00%,Searing Strike,55,Fire ,#44,30.00%,Brave Bird,***,#193,15.00%,,,,0.00%,,,0.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E048B7A0B00000070
88,Owlcindiary,Canon,Fire,Flying,Fireball Storm,120,Fire ,#42,30.00%,Skyward Slash,120,Flying,#185,24.00%,Talon Tornado,85,Flying,#190,10.00%,,,,,0.00%,Feathered Fling,****,#194,10.00%,,,,0.00%,,,0.00%,Miss,#1,26.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1B714B0C00000071
89,Skele,Canon,Undead,,Undead Apocalypse,120,Undead,#366,14.00%,,,,,0.00%,Digging Strike,55,Ground,#170,6.00%,Wraith Whip,70,Undead,#369,6.00%,Necromancer's Grasp,***,#373,30.00%,Deathly Curse,**,#372,30.00%,,,0.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E32571C0D00000072
90,Skelethor,Canon,Ground,Undead,Guillotine,85,Normal,#17,8.00%,,,,,0.00%,Tremor Shake,70,Ground,#171,23.00%,Deathly Dismemberment,85,Undead,#370,25.00%,Death's Dominion,****,#374,11.00%,Floral Fusion,****,#86,7.00%,Detect,#390,1.00%,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E493CED0E00000073
91,Panthi,Canon,Dark,Grass,Grass Whirlwind,50,Grass,#71,16.00%,Ice Fang,50,Ice,#108,12.00%,Eternal Nightfall,85,Dark,#298,12.00%,Eternal Nightfall,85,Dark,#298,7.00%,Nocturnal Nightmare,****,#302,17.00%,Dark Whispers,**,#300,15.00%,Evade,#375,11.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E77088F1000000075
92,Panclaw,Canon,Dark,Grass,Forest Fury,100,Grass,#76,13.00%,Fatal Sneak Attack,125,Fighting,#395,10.00%,Obilivion Orb,70,Dark,#297,19.00%,Chlorophyll Charge,85,Grass,#82,12.00%,Dark Whispers,**,#300,10.00%,Root Rend,**,#84,7.00%,Leap,#380,16.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8DEE601100000076
93,Pupaw,Canon,Fire,,Tail Swipe,50,Normal,#9,10.00%,Inferno Blitz,80,Fire ,#37,10.00%,Ember Wheel,40,Fire ,#43,31.00%,,,,,0.00%,Taunt and Tease,****,#32,25.00%,,,,0.00%,Protect,#377,14.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA4D4311200000077
94,Fenfire,Canon,Fire,,Incinerate,100,Fire ,#40,12.00%,Metal Fang,100,Steel,#309,12.00%,Flame Whirlwind,70,Fire ,#45,19.00%,Infernal Explosion,85,Fire ,#46,15.00%,Demonic Dread,***,#301,8.00%,Burn Up,**,#48,7.00%,Counter,#389,11.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBBBA021300000078
95,Seagulf,Canon,Flying,,Sky Dive,30,Flying,#178,10.00%,Wing Slash,50,Flying,#180,10.00%,Extreme Speed,85,Normal,#28,18.00%,,,,,0.00%,Feathered Fling,****,#194,23.00%,Lullaby,**,#30,25.00%,,,0.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED29FD31400000079
96,Seagle,Canon,Flying,,Dive Bomb,100,Flying,#184,10.00%,Feather Hurricane,50,Flying,#179,10.00%,Whirlwind Whack,70,Flying,#189,30.00%,Extreme Speed,85,Normal,#28,20.00%,,,,0.00%,,,,0.00%,Evade,#375,10.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE985A4150000007A
97,Seabacan,Canon,Flying,,Aeroblast,120,Flying,#186,30.00%,Tidal Wave,80,Water,#55,10.00%,Talon Tornado,85,Flying,#190,15.00%,,,,,0.00%,Tailwind Boost,**,#192,28.00%,,,,0.00%,,,0.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E006B75160000007B
98,Geistmon,Canon,Cosmic,Ghost,Interdimensional Rift,80,Cosmic,#343,22.00%,,,,,0.00%,Night Terror,70,Ghost,#261,12.00%,Obilivion Orb,70,Dark,#297,16.00%,Space Time Warp,**,#354,20.00%,Lullaby,**,#30,20.00%,,,0.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E175146170000007C
99,Cosmeist,Canon,Cosmic,Ghost,Ethereal Blast,80,Ghost,#254,17.00%,Teleport Strike,80,Psychic,#199,10.00%,Interstellar Impact,85,Cosmic,#352,22.00%,,,,,0.00%,Space Time Warp,**,#354,20.00%,Mind Control,***,#211,6.00%,Riftwalk,#381,11.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2E3717180000007D
100,Paragon,Legendary,Dragon,Undead,Rampage,80,Dragon,#272,16.00%,Napalm,125,Fire,#398,16.00%,Deathly Dismemberment,85,Undead,#370,14.00%,Dimensional Shredder,85,Dragon,#280,18.00%,Necromancer's Grasp,***,#373,13.00%,,,,0.00%,Fly,#391,13.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E451CE8190000007E
101,Trigsaur,Canon,Ground,Rock,Earthquake,100,Ground,#165,35.00%,Boulder Barrage,50,Rock,#234,25.00%,Fossil Fury,55,Rock,#242,12.00%,Geode Grenade,85,Rock,#244,15.00%,,,,0.00%,,,,0.00%,,,0.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5C02B91A0000007F
102,Tetatile,Canon,Grass,Ground,Grass Whirlwind,50,Grass,#71,25.00%,,,,,0.00%,Digging Strike,55,Ground,#170,16.00%,,,,,0.00%,Dust Devil,**,#174,25.00%,Floral Fusion,****,#86,24.00%,,,0.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E72E88A1B00000080
103,Drogotile,Canon,Grass,Ground,Foliage Frenzy,50,Grass,#72,11.00%,Wild Rush,80,Normal,#15,10.00%,Tremor Shake,70,Ground,#171,26.00%,Talon Hammer,55,Dragon,#278,19.00%,Dust Devil,**,#174,10.00%,Taunt and Tease,****,#32,11.00%,,,0.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E89CE5B1C00000081
104,Chibble,Canon,Ice,,Frost Nova,80,Ice,#109,19.00%,,,,,0.00%,Artic Chill,55,Ice,#116,10.00%,,,,,0.00%,Blizzard Cataclysm,****,#122,21.00%,Ice Wall,***,#121,18.00%,Burrow,#385,14.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA0B42C1D00000082
105,Finfysh,Canon,Ground,Water,Tsunami Slam,100,Water,#58,17.00%,Blackout Strike,50,Dark,#287,12.00%,Water Whip,55,Water,#62,10.00%,Snuggle Tackle,70,Normal,#27,8.00%,Briny Blast,****,#68,15.00%,Venemous Vortex,****,#158,11.00%,Dive,#387,13.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB799FD1E00000083
106,Sharfysh,Canon,Ground,Water,Last Resort,120,Normal,#24,10.00%,,,,,0.00%,Tremor Shake,70,Ground,#171,18.00%,Torrential Tempest,70,Water,#63,27.00%,Briny Blast,****,#68,13.00%,Taunt and Tease,****,#32,9.00%,,,0.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECE7FCE1F00000084
107,Zeetle,Canon,Cosmic,Psychic,Starry Nightfall,100,Cosmic,#346,10.00%,Teleport Strike,80,Psychic,#199,9.00%,Interstellar Impact,85,Cosmic,#352,13.00%,Telepathic Tempest,85,Psychic,#208,10.00%,Thought Scramble,****,#212,14.00%,Telekinetic Shield,**,#210,16.00%,Riftwalk,#381,12.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE5659F2000000085
108,Rabbowl,Canon,Dark,Grass,Midnight Maul,80,Dark,#289,25.00%,Forest Fury,100,Grass,#76,27.00%,,,,,0.00%,,,,,0.00%,Demonic Dread,***,#301,26.00%,Root Rend,**,#84,9.00%,,,0.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFC4B702100000086
109,Snazzle,Canon,Ground,Normal,Venomous Bite,50,Poison,#144,12.00%,Pound,30,Normal,#5,15.00%,Venom Pounce,70,Poison,#153,13.00%,Noxious Eruption,85,Poison,#154,14.00%,Quicksand Sinkhole,*,#173,12.00%,Sandstorm Shield,****,#176,23.00%,,,0.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1331412200000087
110,Sceptaz,Canon,Ground,Poison,Sandblast,50,Ground,#162,11.00%,Tailwhip,50,Dragon,#270,13.00%,Venom Pounce,70,Poison,#153,18.00%,Tremor Shake,70,Ground,#171,18.00%,Sand Pit Trap,***,#175,13.00%,Ancient Power,***,#247,14.00%,,,0.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2A17122300000088
111,Ghostor,Canon,Ghost,,Poltergeist Strike,50,Ghost,#251,12.00%,,,,,0.00%,Obilivion Orb,70,Dark,#297,15.00%,,,,,0.00%,Soul Drain,***,#265,20.00%,Taunt and Tease,****,#32,21.00%,Mirage,#383,14.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E40FCE32400000089
112,Hippor,Canon,Ghost,Undead,Ectoplasmic Explosion,80,Ghost,#253,17.00%,Tombstone Tremor,80,Undead,#362,17.00%,Deathly Dismemberment,85,Undead,#370,21.00%,Ghostly Guillotine,85,Ghost,#262,13.00%,,,,0.00%,,,,0.00%,Shadow Swap,#382,13.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E57E2B4250000008A
113,Phox,Canon,Fairy,Grass,Solar Beam,100,Grass,#75,11.00%,Radiant Ray,100,Fairy,#328,10.00%,Flutter Fury,70,Fairy,#333,19.00%,Leaf Tornado,70,Grass,#81,11.00%,Shimmering Symphony,****,#338,12.00%,Charm Beam,**,#336,10.00%,Evade,#375,11.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6EC885260000008B
114,Phibbit,Canon,Fairy,Grass,Glittering Sweep,80,Fairy,#326,16.00%,Bramble Barrage,80,Grass,#73,10.00%,,,,,0.00%,,,,,0.00%,Floral Fusion,****,#86,20.00%,Aurora Borealis,****,#356,18.00%,Dodge,#376,15.00%,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E85AE56270000008C
115,Octoil,Canon,Psychic,Water,Tsunami Slam,100,Water,#58,28.00%,Bump and Run,100,Normal,#20,29.00%,Mighty Migraine,40,Psychic,#205,13.00%,Rain Dance Rush,40,Water,#61,17.00%,,,,0.00%,,,,0.00%,,,0.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9C9427280000008D
116,Fenix,Canon,Fire,Flying,Flame Charge,50,Fire ,#36,11.00%,Feather Hurricane,50,Flying,#179,11.00%,Whirlwind Whack,70,Flying,#189,20.00%,Dark Energy Blast,100,Dark,#291,21.00%,Roost,*,#191,13.00%,,,,0.00%,Fly,#391,11.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB379F8290000008E
117,Clubja,Canon,Fighting,,Spinning Backfist,50,Fighting,#125,15.00%,,,,,0.00%,Abyssal Annihilation,120,Dark,#293,10.00%,,,,,0.00%,Kung Fu Confusion,****,#140,26.00%,Courageous Roar,**,#138,16.00%,Leap,#380,15.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECA5FC92A0000008F
118,Ninjaro,Canon,Dark,Fighting,Suplex Slam,80,Fighting,#127,14.00%,Fatal Sneak Attack,125,Fighting,#395,10.00%,Eternal Nightfall,85,Dark,#298,18.00%,Close Combat,85,Fighting,#136,17.00%,Kung Fu Confusion,****,#140,8.00%,,,,0.00%,Shadow Swap,#382,14.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE1459A2B00000090
119,Turtja,Canon,Dark,Fighting,Dragon Kick,120,Fighting,#131,16.00%,Shadowy Sweep,80,Dark,#290,13.00%,Eternal Nightfall,85,Dark,#298,15.00%,Cross Chop,55,Fighting,#134,11.00%,Iron Defense,**,#318,13.00%,Demonic Dread,***,#301,9.00%,Backflip,#378,10.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF82B6B2C00000091
120,Scaltaur,Canon,Ice,Water,Glacial Crush,100,Ice,#111,16.00%,Oceanic Surge,120,Water,#59,24.00%,Torrential Tempest,70,Water,#63,15.00%,,,,,0.00%,Freeze Ray,**,#120,18.00%,Seafoam Shield,*,#65,14.00%,,,0.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0F113C2D00000092
121,Tibbit,Canon,Fighting,Ground,Fists of Fury,80,Fighting,#128,20.00%,Fatal Sneak Attack,125,Fighting,#395,21.00%,Digging Strike,55,Ground,#170,12.00%,,,,,0.00%,Sand Pit Trap,***,#175,12.00%,Ancient Power,***,#247,17.00%,,,0.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E06D13243000000A8
122,Aype,Canon,Dark,Fighting,Submission Slam,120,Fighting,#132,20.00%,Fatal Sneak Attack,125,Fighting,#395,20.00%,Umbral Uppercut,40,Dark,#295,19.00%,,,,,0.00%,Burn Up,**,#48,27.00%,,,,0.00%,,,0.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1DB70344000000A9
123,Chirpee,Canon,Flying,,Aerial Assault,80,Flying,#181,11.00%,,,,,0.00%,Cyclone Kick,55,Flying,#188,12.00%,Searing Strike,55,Fire ,#44,15.00%,Roost,*,#191,23.00%,Feathered Fling,****,#194,28.00%,,,0.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E349CD445000000AA
124,Hellix,Canon,Fire,Flying,,,,,0.00%,,,,,0.00%,Flame Whirlwind,70,Fire ,#45,30.00%,Soaring Strike,80,Flying,#182,16.00%,Fire Cloak,*,#47,21.00%,Brave Bird,***,#193,19.00%,,,0.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4B82A546000000AB
125,Protek,Canon,Bug,Steel,Metal Crush,50,Steel,#305,8.00%,,,,,0.00%,Pincer Pinch,55,Bug,#224,10.00%,Chrysalid Charge,70,Bug,#225,14.00%,Steel Plague,****,#320,18.00%,Infestation,****,#230,20.00%,Protect,#377,10.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E62687647000000AC
126,Attak,Canon,Bug,Steel,X-Scissor Strike,100,Bug,#219,9.00%,Iron Strike,100,Fighting,#130,9.00%,Steel Swipe,55,Steel,#314,18.00%,Digging Strike,55,Ground,#170,18.00%,Metamorphosis Madness,***,#229,16.00%,Ancient Power,***,#247,16.00%,,,0.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E794E4748000000AD
127,Spidice,Canon,Bug,Ice,Web Shot Lunge,100,Bug,#220,28.00%,Glacial Crush,100,Ice,#111,12.00%,Hailstorm Fury,70,Ice,#117,10.00%,Venom Pounce,70,Poison,#153,13.00%,Sticky Web,**,#228,14.00%,,,,0.00%,Protect,#377,11.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E90341849000000AE
128,Bufflava,Canon,Normal,,Stomp,65,Normal,#12,25.00%,Skull Bash,80,Normal,#14,20.00%,,,,,0.00%,,,,,0.00%,Taunt and Tease,****,#32,20.00%,Guard Up,***,#139,10.00%,Protect,#377,11.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA719E94A000000AF
129,Mustaur,Canon,Fighting,Normal,Death Charge,120,Normal,#23,15.00%,Submission Slam,120,Fighting,#132,10.00%,Close Combat,85,Fighting,#136,18.00%,Incinerate,100,Fire ,#40,12.00%,Iron Defense,**,#318,12.00%,,,,0.00%,Withdraw,#379,13.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBDFFBA4B000000B0
130,Stalagon,Legendary,Dragon,Rock,Meteor Rush,120,Rock,#239,13.00%,Obliterating Breath,120,Dragon,#275,12.00%,Dimensional Shredder,85,Dragon,#280,10.00%,Heavenly Hurricane,85,Fairy,#334,11.00%,Quarry Coffin,****,#248,12.00%,Ancient Rage,****,#284,15.00%,Fly,#391,11.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E02B12D4E000000B3
131,Lunaura,Canon,Grass,Poison,Sludge Bomb,50,Poison,#143,25.00%,Grass Whirlwind,50,Grass,#71,17.00%,,,,,0.00%,,,,,0.00%,Venemous Vortex,****,#158,25.00%,Seed Scatter,***,#85,20.00%,Burrow,#385,3.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC4657778000000DD
132,Sylvaria,Canon,Grass,Poison,Sludge Bomb,50,Poison,#143,11.00%,,,,,0.00%,Pollen Puff,55,Grass,#80,14.00%,Venom Pounce,70,Poison,#153,25.00%,Seed Scatter,***,#85,21.00%,Acid Rain,***,#157,14.00%,,,0.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDB4B4879000000DE
133,Ottail,Canon,Ghost,Water,Shadow Ball,30,Ghost,#249,17.00%,Apparition Assault,100,Ghost,#255,11.00%,Rain Dance Rush,40,Water,#61,10.00%,,,,,0.00%,Aqua Veil,***,#67,26.00%,Ghostly Possession,****,#266,24.00%,,,0.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF231197A000000DF
134,Frostail,Canon,Ghost,Water,Tidal Wave,80,Water,#55,14.00%,Head Kick,70,Normal,#13,8.00%,Ghostly Guillotine,85,Ghost,#262,18.00%,Drenching Downpour,85,Water,#64,18.00%,Aqua Veil,***,#67,8.00%,Bubble Barrier,**,#66,6.00%,Dive,#387,12.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0916EA7B000000E0
135,Tidetail,Canon,Ghost,Water,Banshee Blast,120,Ghost,#257,30.00%,Tidal Wave,80,Water,#55,28.00%,,,,,0.00%,,,,,0.00%,Haunting Curse,**,#264,20.00%,Phantom Scream,*,#263,12.00%,,,0.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1FFCBB7C000000E1
136,Shrubsnap,Canon,Bug,,Bug Bite,30,Bug,#213,10.00%,Web Shot Lunge,100,Bug,#220,15.00%,Snuggle Tackle,70,Normal,#27,12.00%,Rain Dance Rush,40,Water,#61,10.00%,Sticky Web,**,#228,13.00%,Infestation,****,#230,20.00%,Protect,#377,10.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E36E28C7D000000E2
137,Glossifly,Canon,Bug,Flying,Wing Slash,50,Flying,#180,20.00%,Cocoon Cannon,120,Bug,#222,5.00%,Chrysalid Charge,70,Bug,#225,35.00%,,,,,0.00%,Metamorphosis Madness,***,#229,26.00%,,,,0.00%,,,0.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4DC85D7E000000E3
138,Drakarne,Canon,Dark,Electric,Blackout Strike,50,Dark,#287,25.00%,,,,,0.00%,Zap Kick,40,Electric,#97,5.00%,,,,,0.00%,Demonic Dread,***,#301,31.00%,Thunderous Roar,***,#103,29.00%,,,0.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E64AE2E7F000000E4
139,Thundakar,Canon,Dark,Electric,Metal Fang,100,Steel,#309,12.00%,Earthquake,100,Ground,#165,10.00%,Eternal Nightfall,85,Dark,#298,15.00%,Thunder Strike,50,Electric,#89,15.00%,Demonic Dread,***,#301,15.00%,Dragon's Roar,***,#283,8.00%,Counter,#389,10.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7B93FF80000000E5
140,Metalbark,Canon,Bug,Steel,Beetle Barrage,80,Bug,#218,18.00%,Acid Splash,80,Poison,#145,13.00%,,,,,0.00%,,,,,0.00%,Leech,*,#227,21.00%,Steel Plague,****,#320,28.00%,Protect,#377,9.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9279D081000000E6
141,Mothurn,Canon,Bug,Fire,X-Scissor Strike,100,Bug,#219,12.00%,Flame Cannon,100,Fire ,#39,18.00%,Flame Whirlwind,70,Fire ,#45,13.00%,,,,,0.00%,Metamorphosis Madness,***,#229,21.00%,Burn Up,**,#48,10.00%,Fly,#391,9.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA95FA182000000E7
